species	assembly	level	assembly_length	assembly_ungapped_length	tolid	p	k	Homozygous_aa_min	Homozygous_aa_max	Heterozygous_ab_min	Heterozygous_ab_max	Genome_Haploid_Length_min_bp	Genome_Haploid_Length_max_bp	Genome_Repeat_Length_min_bp	Genome_Repeat_Length_max_bp	Genome_Unique_Length_min_bp	Genome_Unique_Length_max_bp	Model_Fit_min_percent	Model_Fit_max_percent	Read_Error_Rate_min_percent	Read_Error_Rate_max_percent	collection_location	ID Number	Project	Higher Group	Family	Genus	Species	Standard	Buffer	mean1	mean2	cv1	cv2	ratio	ave.sample	ave.standard	GS pg (2C) replicate	GS pg (2C)	GS pg (1C)	1C/Gbp	cv.sample	cv.standard	SD(R).sample	STDV(GS)	measured by	Date	DToL Specimen ID	Previous estimate (2C) (prime*)	Comments on DToL sample	V30	V31	V32	V33	V34
Aponogeton distachyos	laApoDist1.hap2.1	Chromosome	4498624888	4498424888	laApoDist1	2	31	99.6613	99.7165	0.283489	0.338699	4545641555	4567190367	3454037118	3470411131	1091604437	1096779236	64.2732	94.2123	0.100535	0.100535	RBGK	MC9067	DTOL	Angiosperm	Aponogetonaceae	Aponogeton	distachyos	>Petro	GPB3%PVPBmet	238.96	569.00	2.9	2.63	2.381	579.67	246.26	10.72	10.59	5.3	5.18	2.48	2.59	0.025	0.114	Sahr Mian	2020-09-01	KDTOL10071	7.9 (1988)*	""	""	""	""	""	""
Aponogeton distachyos	laApoDist1.hap1.1	Chromosome	4442329043	4442135643	laApoDist1	2	31	99.6613	99.7165	0.283489	0.338699	4545641555	4567190367	3454037118	3470411131	1091604437	1096779236	64.2732	94.2123	0.100535	0.100535	RBGK	MC9067	DTOL	Angiosperm	Aponogetonaceae	Aponogeton	distachyos	>Petro	GPB3%PVPBmet	238.96	569.00	2.9	2.63	2.381	579.67	246.26	10.72	10.59	5.3	5.18	2.48	2.59	0.025	0.114	Sahr Mian	2020-09-01	KDTOL10071	7.9 (1988)*	""	""	""	""	""	""
Aquilegia vulgaris	dmAquVulg1.hap1.1	Chromosome	296097868	296011268	dmAquVulg1	2	31	99.6042	99.6365	0.363537	0.395844	321636896	322772003	145341318	145854251	176295578	176917753	78.4961	92.7324	0.113367	0.113367	RBGE	SM50	DTOL	Angiosperm	Ranunculaceae	Aquilegia	vulgaris	<Solanum	GPB3%PVP	124.59	308.55	3.59	2.59	2.477	128.62	314.09	0.8	0.81	0.41	0.4	3.8	2.67	0.032	0.011	Sahr Mian		""	0.78	""	""	""	""	""	""
Aquilegia vulgaris	dmAquVulg1.hap2.1	Chromosome	289223514	289149314	dmAquVulg1	2	31	99.6042	99.6365	0.363537	0.395844	321636896	322772003	145341318	145854251	176295578	176917753	78.4961	92.7324	0.113367	0.113367	RBGE	SM50	DTOL	Angiosperm	Ranunculaceae	Aquilegia	vulgaris	<Solanum	GPB3%PVP	124.59	308.55	3.59	2.59	2.477	128.62	314.09	0.8	0.81	0.41	0.4	3.8	2.67	0.032	0.011	Sahr Mian		""	0.78	""	""	""	""	""	""
Arabidopsis thaliana	ddAraThal4.1 alternate haplotype	Contig	840519	840519	ddAraThal4	2	31	0	100	0	100	78335635	78408048	24670704	24693510	53664931	53714539	89.2013	93.6048	0.414551	0.414551	Offsite	MC9041	DTOL	Angiosperm	Brassicaceae	Arabidopsis	thaliana	<Solanum	GPB3%PVPBmet	133.49	765.30	4.56	2.21	5.733	141.43	788.15	0.35	0.36	0.18	0.18	4.32	1.85	0.152	0.01	Sahr Mian	2020-08-24	KDTOL10045	0.32 (2002)*	Endopolyploidy - multiple peaks	""	Sanger - low DNA yield	""	""	""
Arabidopsis thaliana	ddAraThal4.1	Chromosome	138312271	138304671	ddAraThal4	2	31	0	100	0	100	78335635	78408048	24670704	24693510	53664931	53714539	89.2013	93.6048	0.414551	0.414551	Offsite	MC9041	DTOL	Angiosperm	Brassicaceae	Arabidopsis	thaliana	<Solanum	GPB3%PVPBmet	133.49	765.30	4.56	2.21	5.733	141.43	788.15	0.35	0.36	0.18	0.18	4.32	1.85	0.152	0.01	Sahr Mian	2020-08-24	KDTOL10045	0.32 (2002)*	Endopolyploidy - multiple peaks	""	Sanger - low DNA yield	""	""	""
Arabis hirsuta	ddAraHirs1.hap1.1	Chromosome	582665844	582584244	ddAraHirs1	2	31	90.7271	95.5212	4.47881	9.27289	318128173	318744876	151630644	151924585	166497529	166820291	79.8215	92.8419	0.132859	0.132859	RBGE	DMR301	DTOL	Angiosperm	Brassicaceae	Arabis	hirsuta	<Solanum	GPB3%PVP	230.06	319.36	3.56	2.59	1.388	233.02	324.58	1.43	1.42	0.71	0.7	3.12	2.33	0.005	0.005	Nacho	2020-05-19	""	2C = 1.37 pg	""	""	""	""	""	""
Arabis hirsuta	ddAraHirs1.hap2.1	Scaffold	576854027	576794627	ddAraHirs1	2	31	90.7271	95.5212	4.47881	9.27289	318128173	318744876	151630644	151924585	166497529	166820291	79.8215	92.8419	0.132859	0.132859	RBGE	DMR301	DTOL	Angiosperm	Brassicaceae	Arabis	hirsuta	<Solanum	GPB3%PVP	230.06	319.36	3.56	2.59	1.388	233.02	324.58	1.43	1.42	0.71	0.7	3.12	2.33	0.005	0.005	Nacho	2020-05-19	""	2C = 1.37 pg	""	""	""	""	""	""
Arctium minus	daArcMinu1.1 alternate haplotype	Contig	465430802	465430802	daArcMinu1	2	31	84.6399	100	0	15.3601	1122275040	1129292048	712848850	717305926	409426190	411986122	56.3573	80.9657	0.652733	0.652733	Offsite	MC9018	DTOL	Angiosperm	Asteraceae	Arctium	minus	>Solanum	GPB3%PVPBmet	219.22	467.87	2.8	2.47	2.134	474.18	224.42	4.27	4.23	2.11	2.07	2.18	2.68	0.022	0.045	Sahr Mian	2020-07-08	KDTOL10022	3.75*, 4.07 (2013) 4.40 (2012)	Sanger - low DNA yield	""	Stopped using Fritillaria as it was giving skewed peaks	""	""	""
Arctium minus	daArcMinu1.1	Chromosome	1903063616	1903060816	daArcMinu1	2	31	84.6399	100	0	15.3601	1122275040	1129292048	712848850	717305926	409426190	411986122	56.3573	80.9657	0.652733	0.652733	Offsite	MC9018	DTOL	Angiosperm	Asteraceae	Arctium	minus	>Solanum	GPB3%PVPBmet	219.22	467.87	2.8	2.47	2.134	474.18	224.42	4.27	4.23	2.11	2.07	2.18	2.68	0.022	0.045	Sahr Mian	2020-07-08	KDTOL10022	3.75*, 4.07 (2013) 4.40 (2012)	Sanger - low DNA yield	""	Stopped using Fritillaria as it was giving skewed peaks	""	""	""
Arenaria serpyllifolia	dcAreSerp1.hap1.1	Chromosome	726254524	726217924	dcAreSerp1	2	31	95.0859	95.2686	4.73138	4.91413	372115607	372755164	155879347	156147257	216236260	216607907	85.7444	89.7145	0.178725	0.178725	RBGE	DMR293	DTOL	Angiosperm	Caryophyllaceae	Arenaria	serpyllifolia	<Solanum	GPB3%PVP	282.94	325.25	2.73	2.76	1.15	300.02	346.01	1.72	1.72	0.86	0.84	3.36	3.02	0.005	0.007	Nacho	2020-05-12	""	""	""	""	""	""	""	""
Arenaria serpyllifolia	dcAreSerp1.hap2.1	Scaffold	713024767	712997767	dcAreSerp1	2	31	95.0859	95.2686	4.73138	4.91413	372115607	372755164	155879347	156147257	216236260	216607907	85.7444	89.7145	0.178725	0.178725	RBGE	DMR293	DTOL	Angiosperm	Caryophyllaceae	Arenaria	serpyllifolia	<Solanum	GPB3%PVP	282.94	325.25	2.73	2.76	1.15	300.02	346.01	1.72	1.72	0.86	0.84	3.36	3.02	0.005	0.007	Nacho	2020-05-12	""	""	""	""	""	""	""	""
Armoracia rusticana	ddArmRust1.hap1.1	Chromosome	605901571	605827171	ddArmRust1	2	31	99.2516	99.2744	0.725643	0.748373	666837988	668249987	350485291	351227427	316352697	317022560	80.7967	96.6584	0.186805	0.186805	RBGE	MC9279	DTOL	Angiosperm	Brassicaceae	Armoracia	rusticana	<Petro	GPB3%PVP	126.39	362.80	3.51	2.43	2.87	129.75	372.94	1.57	1.57	0.78	0.77	3.2	2.46	0.029	0.016	Sahr Mian	2021-08-16	KDTOL10362	-	""	""	""	""	""	""
Armoracia rusticana	ddArmRust1.hap2.1	Chromosome	589750271	589682071	ddArmRust1	2	31	99.2516	99.2744	0.725643	0.748373	666837988	668249987	350485291	351227427	316352697	317022560	80.7967	96.6584	0.186805	0.186805	RBGE	MC9279	DTOL	Angiosperm	Brassicaceae	Armoracia	rusticana	<Petro	GPB3%PVP	126.39	362.80	3.51	2.43	2.87	129.75	372.94	1.57	1.57	0.78	0.77	3.2	2.46	0.029	0.016	Sahr Mian	2021-08-16	KDTOL10362	-	""	""	""	""	""	""
Astragalus alpinus	drAstAlpi1.hap1.1	Chromosome	766579426	766430826	drAstAlpi1	2	31	99.197	99.312	0.687997	0.802965	747042099	751987856	454098100	457104435	292943999	294883421	67.7664	97.1005	0.166817	0.166817	RBGE	DMR350	DTOL	Angiosperm	Fabaceae	Astragalus	alpinus	<Petro	Galbraith	118.38	274.94	3.41	2.71	2.323	123.01	287.74	1.94	1.92	0.96	0.94	2.74	2.18	0.017	0.014	Sahr Mian	2020-06-29	""	""	""	""	""	""	""	""
Astragalus alpinus	drAstAlpi1.hap2.1	Chromosome	749425639	749269439	drAstAlpi1	2	31	99.197	99.312	0.687997	0.802965	747042099	751987856	454098100	457104435	292943999	294883421	67.7664	97.1005	0.166817	0.166817	RBGE	DMR350	DTOL	Angiosperm	Fabaceae	Astragalus	alpinus	<Petro	Galbraith	118.38	274.94	3.41	2.71	2.323	123.01	287.74	1.94	1.92	0.96	0.94	2.74	2.18	0.017	0.014	Sahr Mian	2020-06-29	""	""	""	""	""	""	""	""
Astragalus glycyphyllos	drAstGlyc1.1 alternate haplotype	Contig	10096520	10096520	drAstGlyc1	2	31	99.9014	99.9347	0.0653092	0.0986316	717385936	719743724	348215019	349359476	369170917	370384248	74.8785	98.0404	0.132891	0.132891	RBGK	MC9199	DTOL	Angiosperm	Fabaceae	Astragalus	glycyphyllos	<Petro	OXPRO	76.86	202.77	3.31	2.42	2.638	79.2	205.91	1.71	1.73	0.87	0.85	3.73	2.69	0.037	0.024	Robyn Powell	2020-06-23	KDTOL10261	1.66	""	""	""	""	""	""
Astragalus glycyphyllos	drAstGlyc1.1	Chromosome	680278737	680199137	drAstGlyc1	2	31	99.9014	99.9347	0.0653092	0.0986316	717385936	719743724	348215019	349359476	369170917	370384248	74.8785	98.0404	0.132891	0.132891	RBGK	MC9199	DTOL	Angiosperm	Fabaceae	Astragalus	glycyphyllos	<Petro	OXPRO	76.86	202.77	3.31	2.42	2.638	79.2	205.91	1.71	1.73	0.87	0.85	3.73	2.69	0.037	0.024	Robyn Powell	2020-06-23	KDTOL10261	1.66	""	""	""	""	""	""
Atractylocarpus subporodictyon	cbAtrSubp2.1	Chromosome	242991773	242921273	cbAtrSubp2	2	31	99.8082	99.8277	0.172282	0.191815	232582928	232988397	41775675	41848504	190807253	191139893	86.9863	94.6783	0.941389	0.941389																																		
Aulacomnium androgynum	cbAulAndr5.1	Chromosome	236879187	236808787	cbAulAndr5	2	31	99.5435	99.5571	0.442902	0.456456	246631425	246931320	51400945	51463446	195230480	195467874	89.2944	97.166	0.748773	0.748773	RBGE	DB1808	DTOL	Bryophyte	Aulacomniaceae	Aulacomnium	androgynum	<Solanum	GPB3%PVP	121.52	838.52	5.88	3.11	6.9	125.94	856.4	0.57	0.58	0.29	0.28	5.52	2.84	0.089	0.008	Nacho	2020-07-02	""	2C = 0.52pg	""	""	""	""	""	""
Ballota nigra	daBalNigr1.1 alternate haplotype	Contig	382352052	382352052	daBalNigr1	2	31	99.5474	100	0	0.452643	1292530657	1312687255	808305967	820911238	484224690	491776017	64.76	93.4542	0.230326	0.230326	RBGK	MC9072	DTOL	Angiosperm	Lamiaceae	Ballota	nigra	<Petro	GPB3%PVPBmet	204.72	318.83	2.53	2.81	1.557	210.57	325.91	2.89	2.91	1.45	1.42	2.45	2.57	0.01	0.019	Sahr Mian	2020-09-03	KDTOL10077	No previous estimate	""	""	""	""	""	""
Ballota nigra	daBalNigr1.1	Chromosome	1186790492	1186721092	daBalNigr1	2	31	99.5474	100	0	0.452643	1292530657	1312687255	808305967	820911238	484224690	491776017	64.76	93.4542	0.230326	0.230326	RBGK	MC9072	DTOL	Angiosperm	Lamiaceae	Ballota	nigra	<Petro	GPB3%PVPBmet	204.72	318.83	2.53	2.81	1.557	210.57	325.91	2.89	2.91	1.45	1.42	2.45	2.57	0.01	0.019	Sahr Mian	2020-09-03	KDTOL10077	No previous estimate	""	""	""	""	""	""
Barbarea vulgaris	ddBarVulg1.1 alternate haplotype	Scaffold	1987127	1986927	ddBarVulg1	2	31	99.9395	99.9646	0.0353904	0.0604807	305423052	306000297	162787867	163095534	142635185	142904763	80.9137	95.9877	0.10825	0.10825	RBGK	MC9329	DTOL	Angiosperm	Brassicaceae	Barbarea	vulgaris	<Solanum	GPB3%PVP	121.81	424.88	4.29	3.13	3.488	125.99	433.06	0.57	0.58	0.29	0.28	4.01	2.97	0.046	0.008	Sahr Mian		""	-	""	""	""	""	""	""
Barbarea vulgaris	ddBarVulg1.1 alternate haplotype	Scaffold	1987127	1986927	ddBarVulg2	2	31	99.9515	99.9722	0.0278383	0.0484614	254985469	255471244	112149596	112363253	142835873	143107991	86.0497	94.6339	0.0995149	0.0995149	RBGK	MC9329	DTOL	Angiosperm	Brassicaceae	Barbarea	vulgaris	<Solanum	GPB3%PVP	121.81	424.88	4.29	3.13	3.488	125.99	433.06	0.57	0.58	0.29	0.28	4.01	2.97	0.046	0.008	Sahr Mian		""	-	""	""	""	""	""	""
Barbarea vulgaris	ddBarVulg1.1	Chromosome	246246791	246090591	ddBarVulg1	2	31	99.9395	99.9646	0.0353904	0.0604807	305423052	306000297	162787867	163095534	142635185	142904763	80.9137	95.9877	0.10825	0.10825	RBGK	MC9329	DTOL	Angiosperm	Brassicaceae	Barbarea	vulgaris	<Solanum	GPB3%PVP	121.81	424.88	4.29	3.13	3.488	125.99	433.06	0.57	0.58	0.29	0.28	4.01	2.97	0.046	0.008	Sahr Mian		""	-	""	""	""	""	""	""
Barbarea vulgaris	ddBarVulg1.1	Chromosome	246246791	246090591	ddBarVulg2	2	31	99.9515	99.9722	0.0278383	0.0484614	254985469	255471244	112149596	112363253	142835873	143107991	86.0497	94.6339	0.0995149	0.0995149	RBGK	MC9329	DTOL	Angiosperm	Brassicaceae	Barbarea	vulgaris	<Solanum	GPB3%PVP	121.81	424.88	4.29	3.13	3.488	125.99	433.06	0.57	0.58	0.29	0.28	4.01	2.97	0.046	0.008	Sahr Mian		""	-	""	""	""	""	""	""
Bazzania tricrenata	cjBazTric3.1	Chromosome	697648202	697636402	cjBazTric3	2	31	92.1435	96.1306	3.86937	7.85647	425628395	427666036	227091845	228179017	198536550	199487018	75.1524	88.0204	0.849564	0.849564																																		
Bellardia viscosa	daBelVisc1.hap1.1	Chromosome	1176560925	1176502925	daBelVisc1	2	31	91.8783	95.1439	4.85609	8.1217	627465891	628339865	382179369	382711692	245286523	245628173	81.7247	91.3426	0.169387	0.169387	RBGK	MC9388	DTOL	Angiosperm	Orobanchaceae	Bellardia	viscosa	>Solanum	GPB3%PVP	316.39	437.75	3.59	3.4	1.384	442.05	319.61	2.77	2.77	1.38	1.35	3.34	3.4	0.002	0.003	Sahr Mian		""	-	""	""	""	""	""	""
Bellardia viscosa	daBelVisc1.hap2.1	Scaffold	1160581060	1160525431	daBelVisc1	2	31	91.8783	95.1439	4.85609	8.1217	627465891	628339865	382179369	382711692	245286523	245628173	81.7247	91.3426	0.169387	0.169387	RBGK	MC9388	DTOL	Angiosperm	Orobanchaceae	Bellardia	viscosa	>Solanum	GPB3%PVP	316.39	437.75	3.59	3.4	1.384	442.05	319.61	2.77	2.77	1.38	1.35	3.34	3.4	0.002	0.003	Sahr Mian		""	-	""	""	""	""	""	""
Bellis perennis	daBelPere1.hap1.1	Chromosome	1602721488	1602662971	daBelPere1	2	31	97.5539	97.6908	2.30925	2.44608	1679856900	1708670503	1243363967	1264690662	436492933	443979841	62.8003	94.8351	0.158252	0.158252	Offsite	MC9061	DTOL	Angiosperm	Asteraceae	Bellis	perennis	>Solanum	GPB3%PVPBmet	311.85	558.46	2.93	2.39	1.791	571.18	321	3.58	3.56	1.78	1.74	2.64	2.9	0.011	0.022	Sahr Mian	2020-08-28	KDTOL10065	3.15 (2013)*  3.9 (1984)	""	""	""	""	""	""
Bellis perennis	daBelPere1.hap2.1	Scaffold	1503204686	1503130786	daBelPere1	2	31	97.5539	97.6908	2.30925	2.44608	1679856900	1708670503	1243363967	1264690662	436492933	443979841	62.8003	94.8351	0.158252	0.158252	Offsite	MC9061	DTOL	Angiosperm	Asteraceae	Bellis	perennis	>Solanum	GPB3%PVPBmet	311.85	558.46	2.93	2.39	1.791	571.18	321	3.58	3.56	1.78	1.74	2.64	2.9	0.011	0.022	Sahr Mian	2020-08-28	KDTOL10065	3.15 (2013)*  3.9 (1984)	""	""	""	""	""	""
Berberis aquifolium	dmBerAqui1.hap1.1	Chromosome	1020928172	1020814347	dmBerAqui1	2	31	99.1072	99.1277	0.872284	0.892781	1050083909	1052455715	408490858	409413509	641593051	643042206	84.0149	98.1538	0.0985414	0.0985414	RBGK	MC9137	DTOL	Angiosperm	Berberidaceae	Berberis	aquifolium	<Petro	OXPRO	143.77	246.20	4.18	2.65	1.712	152.67	257.37	2.63	2.67	1.33	1.3	4.25	2.56	0.029	0.047	Sahr Mian	2020-04-07	KDTOL10154	No previous estimate	Flower bud tissue used as leaves thin and waxy	""	""	""	""	""
Berberis aquifolium	dmBerAqui1.hap2.1	Chromosome	1046952764	1046858564	dmBerAqui1	2	31	99.1072	99.1277	0.872284	0.892781	1050083909	1052455715	408490858	409413509	641593051	643042206	84.0149	98.1538	0.0985414	0.0985414	RBGK	MC9137	DTOL	Angiosperm	Berberidaceae	Berberis	aquifolium	<Petro	OXPRO	143.77	246.20	4.18	2.65	1.712	152.67	257.37	2.63	2.67	1.33	1.3	4.25	2.56	0.029	0.047	Sahr Mian	2020-04-07	KDTOL10154	No previous estimate	Flower bud tissue used as leaves thin and waxy	""	""	""	""	""
Berberis vulgaris	dmBerVulg1.1 alternate haplotype	Scaffold	898797719	898797519	dmBerVulg1	2	31	99.5192	99.5728	0.42721	0.480778	1379075143	1384901227	669694233	672523444	709380911	712377783	74.5709	97.5044	0.167863	0.167863	RBGE	DMR14	DTOL	Angiosperm	Berberidaceae	Berberis	vulgaris	<Pisum	GPB3%PVPBmet	157.41	440.15	4.33	2.75	2.796	158.4	439.23	3.25	3.28	1.64	1.6	4.55	2.84	0.033	0.039	Robyn Powell	2020-05-19	""	2.74	""	""	""	""	""	""
Berberis vulgaris	dmBerVulg1.1	Chromosome	1297525870	1297381670	dmBerVulg1	2	31	99.5192	99.5728	0.42721	0.480778	1379075143	1384901227	669694233	672523444	709380911	712377783	74.5709	97.5044	0.167863	0.167863	RBGE	DMR14	DTOL	Angiosperm	Berberidaceae	Berberis	vulgaris	<Pisum	GPB3%PVPBmet	157.41	440.15	4.33	2.75	2.796	158.4	439.23	3.25	3.28	1.64	1.6	4.55	2.84	0.033	0.039	Robyn Powell	2020-05-19	""	2.74	""	""	""	""	""	""
Betula pendula	dhBetPend1.hap1.1	Chromosome	403466907	403437007	dhBetPend1	2	31	98.5134	98.5315	1.46851	1.48665	425108357	426214779	146425659	146806758	278682698	279408021	85.7293	98.5581	0.153952	0.153952	RBGK	MC9333	DTOL	Angiosperm	Betulaceae	Betula	pendula	<Solanum	GPB3%PVP	195.15	379.49	5.63	4.42	1.945	196.1	379.9	1.02	1.02	0.51	0.5	6.37	4.45	0.011	0.005	Sahr Mian		""	0.98	""	""	""	""	""	""
Betula pendula	dhBetPend1.hap2.1	Scaffold	411736991	411695491	dhBetPend1	2	31	98.5134	98.5315	1.46851	1.48665	425108357	426214779	146425659	146806758	278682698	279408021	85.7293	98.5581	0.153952	0.153952	RBGK	MC9333	DTOL	Angiosperm	Betulaceae	Betula	pendula	<Solanum	GPB3%PVP	195.15	379.49	5.63	4.42	1.945	196.1	379.9	1.02	1.02	0.51	0.5	6.37	4.45	0.011	0.005	Sahr Mian		""	0.98	""	""	""	""	""	""
Blitum bonus henricus	dcBliBonu1.hap1.1	Chromosome	1111067929	1110990929	dcBliBonu1	2	31	99.8579	99.8808	0.119225	0.142122	1236691872	1238536467	626516343	627450827	610175529	611085639	82.885	98.21	0.0833857	0.0833857	RBGK	MC9358	DTOL	Angiosperm	Amaranthaceae	Blitum	bonus-henricus	>Solanum	GPB3%PVP	325.41	420.49	3.04	3.19	1.292	432.27	335.71	2.58	2.58	1.29	1.26	3.04	3.06	0.004	0.008	Sahr Mian		""	-	""	""	""	""	""	""
Blitum bonus henricus	dcBliBonu1.hap2.1	Scaffold	1106397967	1106323367	dcBliBonu1	2	31	99.8579	99.8808	0.119225	0.142122	1236691872	1238536467	626516343	627450827	610175529	611085639	82.885	98.21	0.0833857	0.0833857	RBGK	MC9358	DTOL	Angiosperm	Amaranthaceae	Blitum	bonus-henricus	>Solanum	GPB3%PVP	325.41	420.49	3.04	3.19	1.292	432.27	335.71	2.58	2.58	1.29	1.26	3.04	3.06	0.004	0.008	Sahr Mian		""	-	""	""	""	""	""	""
Brachydontium trichodes	cbBraTric1.1	Chromosome	267893195	267818795	cbBraTric1	2	31	99.8755	99.8954	0.104566	0.124518	262210484	262562028	93375662	93500850	168834822	169061178	88.1794	98.5568	0.98966	0.98966																																		
Brachythecium rutabulum	cbBraRuta5.1	Chromosome	824432276	823973476	cbBraRuta5	2	31	94.9611	95.3579	4.64207	5.03894	376034604	383240000	148088113	150925706	227946491	232314293	75.846	91.6338	0.784882	0.784882	RBGE	DB1627	DTOL	Bryophyte	Brachytheciaceae	Brachythecium	rutabulum	<Solanum	GPB3%PVP	115.07	231.27	4.3	2.98	2.01	118.68	237.65	1.97	1.98	0.99	0.97	4.02	2.9	0.007	0.006	Sahr Mian	2021-12-15	""	""	""	""	""	""	""	""
Brassica nigra	ddBraNigr2.1 alternate haplotype	Scaffold	332570608	332568408	ddBraNigr2	2	31	98.2259	98.2852	1.71479	1.7741	452384649	458298660	194663353	197208181	257721296	261090479	80.2575	96.0766	0.107203	0.107203	RBGK	""	DTOL	Angiosperm	Brassicaceae	Brassica	nigra	<Petro	OXPRO	131.76	450.09	2.41	1.6	3.422	129.93	439.97	1.32	1.33	0.66	0.65	2.65	2.05	0.043	0.016	Robyn Powell	2020-05-26	""	1.60	""	""	""	""	""	""
Brassica nigra	ddBraNigr2.1	Chromosome	449197311	448767711	ddBraNigr2	2	31	98.2259	98.2852	1.71479	1.7741	452384649	458298660	194663353	197208181	257721296	261090479	80.2575	96.0766	0.107203	0.107203	RBGK	""	DTOL	Angiosperm	Brassicaceae	Brassica	nigra	<Petro	OXPRO	131.76	450.09	2.41	1.6	3.422	129.93	439.97	1.32	1.33	0.66	0.65	2.65	2.05	0.043	0.016	Robyn Powell	2020-05-26	""	1.60	""	""	""	""	""	""
Braunia imberbis	cbBraImbe1.1	Chromosome	223502517	223475217	cbBraImbe1	1	31					227019690	227822940	25519329	25609623	201500361	202213318	88.0387	92.8837	1.42176	1.42176	RBGE	DB1725	DTOL	Bryophyte	Hedwigiaceae	Braunia	imberbis	<Oryza	GPB3%PVP	147.27	501.56	3.83	2.67	3.581	149.68	518.54	0.59	0.58	0.29	0.28	4.25	2.64	0.06	0.01	Sahr Mian		""	""	""	""	""	""	""	""
Bromus sterilis	lpBroSter1.1	Chromosome	2677905839	2677883839	lpBroSter1	2	31	99.9178	99.9747	0.0253109	0.0822115	2803491872	2814672178	1886924939	1894449982	916566933	920222195	67.4573	98.3627	0.12194	0.12194	RBGK	MC9148	DTOL	Angiosperm	Poaceae	Bromus	sterilis	<Pisum	GPB3%PVPBmet	154.42	220.08	3.34	3.59	1.43	159.5	226.87	6.38	6.39	3.2	3.12	3.33	3.3	0.007	0.026	Sahr Mian	2020-04-13	KDTOL10166	""	""	""	""	""	""	""
Bromus sterilis	lpBroSter1.1 alternate haplotype	Contig	17921317	17921317	lpBroSter1	2	31	99.9178	99.9747	0.0253109	0.0822115	2803491872	2814672178	1886924939	1894449982	916566933	920222195	67.4573	98.3627	0.12194	0.12194	RBGK	MC9148	DTOL	Angiosperm	Poaceae	Bromus	sterilis	<Pisum	GPB3%PVPBmet	154.42	220.08	3.34	3.59	1.43	159.5	226.87	6.38	6.39	3.2	3.12	3.33	3.3	0.007	0.026	Sahr Mian	2020-04-13	KDTOL10166	""	""	""	""	""	""	""
Bryoerythrophyllum caledonicum	cbBryCale10.1	Chromosome	437454196	437082196	cbBryCale10	1	31					370264649	371618020	141248195	141764478	229016454	229853542	78.5958	93.0987	0.617338	0.617338	RBGE	DB1609	DTOL	Bryophyte	Pottiaceae	Bryoerythrophyllum	caledonicum	<Oryza	OXPRO	166.89	302.64	4.74	3.88	1.813	168.67	305.98	1.1	1.1	0.55	0.54	4.43	3.39	0.004	0.002	Ella Greensmith	2021-10-27	""	""	""	""	""	""	""	""
Bryoerythrophyllum ferruginascens	cbBryFerr6.1	Chromosome	333831811	333766303	cbBryFerr6	1	31					300227716	301442536	95980955	96369325	204246761	205073210	81.1751	90.0905	0.587555	0.587555	RBGE	DB1532	DTOL	Bryophyte	""	Bryoerythrophyllum	ferruginascens	<Solanum	OXPRO	98.13	496.42	3.31	4.19	5.092	102.38	533.17	0.79	0.77	0.38	0.38	5.07	3.19	0.105	0.019	Sahr Mian	2020-05-11	""	-	""	""	""	""	""	""
Buddleja davidii	daBudDavi1.hap1.1	Chromosome	651923507	651878690	daBudDavi1	4	31					662229512	669642917	313281447	316788513	348948065	352854405	80.3558	97.3186	0.134017	0.134017	RBGK	MC9096	DTOL	Angiosperm	Scrophulariaceae	Buddleja	davidii	<Petro	GPB3%PVPBmet	192.35	273.57	3.2	3.13	1.422	197.77	281.74	3.16	3.16	1.58	1.54	2.79	2.44	0.004	0.008	Sahr Mian	2020-09-07	KDTOL10102	2.74 (2009)* 2.90 (2005)  3.10 (2012)	""	""	""	""	""	""
Buddleja davidii	daBudDavi1.hap2.1	Scaffold	1891373252	1891226818	daBudDavi1	4	31					662229512	669642917	313281447	316788513	348948065	352854405	80.3558	97.3186	0.134017	0.134017	RBGK	MC9096	DTOL	Angiosperm	Scrophulariaceae	Buddleja	davidii	<Petro	GPB3%PVPBmet	192.35	273.57	3.2	3.13	1.422	197.77	281.74	3.16	3.16	1.58	1.54	2.79	2.44	0.004	0.008	Sahr Mian	2020-09-07	KDTOL10102	2.74 (2009)* 2.90 (2005)  3.10 (2012)	""	""	""	""	""	""
Buxus sempervirens	drBuxSemp1.1 alternate haplotype	Scaffold	678963440	678881040	drBuxSemp1	2	31	98.4316	98.5293	1.47072	1.56844	668564401	673652897	333628614	336167888	334935787	337485009	73.9838	97.4337	0.244677	0.244677	RBGK	MC9100	DTOL	Angiosperm	Buxaceae	Buxus	sempervirens	<Petro	GPB3%PVPBmet	170.70	434.36	3.2	2.47	2.545	183.14	451.86	1.77	1.82	0.91	0.89	3.15	2.35	0.088	0.066	Sahr Mian	2020-09-09	KDTOL10106	1.4 and 2.15 (2011)*  1.62(2003)	""	""	""	""	""	""
